Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Latitude,Longitude
Tmobile,SF03451,,3729,001,SLR,50-X,Industrial,,"voice, video, data",,1,Basement,,1900 / 2100,,31.1242,Rana.Christie30@T-Mobile.com,,,37.77605489,-122.4115833
Tmobile,SF43584,,ROW,ROW,RC-3,65-A,Utility Pole,,"voice, video, data",,1,Basement,,1900 / 2100,,26.1386,Rana.Christie30@T-Mobile.com,,,37.7946,-122.411
Tmobile,LSF1040BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.751025,-122.41297
Tmobile,SF13102,,3758,047,SLI,40-X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,43.129,Rana.Christie30@T-Mobile.com,,,37.79176243,-122.4207874
Tmobile,SF13113,,0836,001,P,None,Building,,"voice, video, data",,N/A,Indoor,,1900 / 2100,,N/A,Rana.Christie30@T-Mobile.com,,Civic Center,37.77968531,-122.413591
Tmobile,SF03284,,4580,001,NC-2,40X,Mixed Use,,"voice, video, data",,2,Ground,,1900 / 2100,,47.3016,Rana.Christie30@T-Mobile.com,,,37.73736078,-122.3801104
Tmobile,LSF1022BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.732716,-122.379643
Tmobile,SF03152,,0253,020,RM-4,65-A,Commercial,,"voice, video, data",,4,Roof,,700 / 1900 / 2100,,52.31985,Rana.Christie30@T-Mobile.com,,,37.79138856,-122.4126389
Tmobile,SF13325,,7080,24,RH-1,40-X,Church,,"voice, video, data",,3,Outdoors,,1900 / 2100,,79.2816,Rana.Christie30@T-Mobile.com,,,37.7173733,-122.471858
Tmobile,SF23230,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,45.3678,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.77940100,-122.45994200
Tmobile,SF03145,,3751,034,SLR,50-X,Industrial,,"voice, video, data",,2,Ground,,1900 / 2100,,15.0261,Rana.Christie30@T-Mobile.com,,,37.77674933,-122.4076389
Tmobile,SF13159,,4764,2,M-1,40-X,Industrial,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,35.32945,Rana.Christie30@T-Mobile.com,,,37.726398,-122.380531
Tmobile,SF03182,,N/A,N/A,N/A,N/A,Building,,"voice, video, data",,2,Roof,,1900 / 2100,,25,Rana.Christie30@T-Mobile.com,,Airport,37.625359,-122.377074
Tmobile,SF03294,,0251,023,POLK -NCD,65-A,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,56.905,Rana.Christie30@T-Mobile.com,,,37.79088856,-122.4172493
Tmobile,SF23224,,0719,012,RM-4,65-E,Mixed Use,,"voice, video, data",,1,Roof,,1900 / 2100,,41.33185,Rana.Christie30@T-Mobile.com,,,37.7845216,-122.422468
Tmobile,SF03024,,0774,021,RM-4/NC-3,40-X/50-X,Residential,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,139.30545,Rana.Christie30@T-Mobile.com,,,37.77888822,-122.4319438
Tmobile,SF1023BA_41,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.729277,-122.381132
Tmobile,LSF1023BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.729277,-122.381132
Tmobile,SF13099,,5684,18,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,40.1949,Rana.Christie30@T-Mobile.com,,,37.7745622,-122.4074545
Tmobile,LSF1005BA61,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.784656,-122.41943
Tmobile,LSF1030BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.755042,-122.423186
Tmobile,SF23279,,6409,010,RH-1,65-A,mixed use,,"voice, video, data",,1,Roof,,1900 / 2100,,43.2545,Rana.Christie30@T-Mobile.com,,,37.71588163,-122.439646
Tmobile,SF70039,,3725,087,C3-S,160F,Commercial,,"voice, video, data",,6,Roof,,1900 / 2100,,114.058572,Rana.Christie30@T-Mobile.com,,,37.7808,-122.408
Tmobile,SF70072,,0300,022,RC-4,80-A,Mixed Use,,"voice, video, data",,6,Basement,,1900 / 2100,,112.31105,Rana.Christie30@T-Mobile.com,,,37.7881,-122.416
Tmobile,SF13141,,5695,024,NCS,40-X,Commercial,,"voice, video, data",,N/A,Ground,,1900 / 2100,,40.1132,Rana.Christie30@T-Mobile.com,,Crown-Owned DAS,37.7272,-122.417
Tmobile,SF23292,,6004,067,NC-1,40X,Church,,"voice, video, data",,1,Roof,,1900 / 2100,,24.1378,Rana.Christie30@T-Mobile.com,,,37.724521,-122.424194
Tmobile,SF23263,,3780,079,SLI,40X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,36.2681,Rana.Christie30@T-Mobile.com,,,37.773356,-122.405304
Tmobile,SF13095,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,49.1314,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.71912000,-122.40874800
Tmobile,SF03452,,3753,145,RSD,40/80-B,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,52.1997,Rana.Christie30@T-Mobile.com,,,37.779916,-122.4036389
Tmobile,SF03049,,2347,031,NC-2,40-X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,18.2609,Rana.Christie30@T-Mobile.com,,,37.74336078,-122.4754993
Tmobile,SF23200,,0179,016,CRNC,65-N,Medical,,"voice, video, data",,7,Basement,,1900 / 2100,,58.32225,Rana.Christie30@T-Mobile.com,,,37.79578000,-122.40972800
Tmobile,SF13084,,3780,006,M2,40-X,Commercial,,"voice, video, data",,6,Rooftop,,1900 / 2100,,84.33265,Rana.Christie30@T-Mobile.com,,,37.77194515,-122.4050228
Tmobile,SF70569,,4645,014,NC-2,40-X,Commercial,,"voice, video, data",,3,Ground,,1900 / 2100,,24.052668,Rana.Christie30@T-Mobile.com,,,37.732006,-122.375317
Tmobile,SF23214,,3705,042,C-3-R,"120-X, 16-S",Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.78417359,-122.407087
Tmobile,SF23213,,ROW,ROW,C-2,65-X,Commercial,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,92.30305,Rana.Christie30@T-Mobile.com,,,37.7989,-122.401
Tmobile,SF03279,,0281,002A,RC-4,80-A,Residential,,"voice, video, data",,1 (tripletree),Internal,,1900 / 2100,,50,Rana.Christie30@T-Mobile.com,,,37.78866633,-122.4137222
Tmobile,SF13324,,7299,005,P,40X & 130D,Building,,"voice, video, data",,9,Roof,,1900 / 2100,,164,Rana.Christie30@T-Mobile.com,,,37.72355,-122.48399
Tmobile,SF23264,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900,,46.1466,Rana.Christie30@T-Mobile.com,,,37.7219,-122.461
Tmobile,SF03030,,0761,028,NC-3,50-X,Office,,"voice, video, data",,2,Roof,,1900 / 2100,,54.2005,Rana.Christie30@T-Mobile.com,,,37.780916,-122.4235549
Tmobile,LSF1015BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.776199,-122.428896
Tmobile,SF13116,,0208,024,C-3-O,40-X,Commercial,,"voice, video, data",,8,Roof,,1900,,306.7168,Rana.Christie30@T-Mobile.com,,,37.7951,-122.404
Tmobile,LSF1005BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.785053,-122.418499
Tmobile,SF03104,,0195,001,C-2,65-A,Office,,"voice, video, data",,9,Roof,,1900 / 2100 / 700,,77.1933,Rana.Christie30@T-Mobile.com,,,37.79613856,-122.4036389
Tmobile,SF13005,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,43.621,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.77486111,-122.465031
Tmobile,SF03298,,6338,024,p,40-X,Public,,"voice, video, data",,3,Ground,,1900 / 2100,,39.2984,Rana.Christie30@T-Mobile.com,,,37.71638889,-122.4317216
Tmobile,SF23242,,1617,032A,NC-1,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,29.1234,Rana.Christie30@T-Mobile.com,,,37.77585597,-122.4872944
Tmobile,SF23240,,1653,001,NC-1,40-X,Commercial,,"voice, video, data",,1,Garage,,1900 / 2100,,31.1242,Rana.Christie30@T-Mobile.com,,,37.77497186,-122.468174
Tmobile,SF53999,,ROW,ROW,NC-2,40-X,Utility Pole,,"voice, video, data",,1,Roof,,1900 / 2100,,40.115208,Rana.Christie30@T-Mobile.com,,,37.7761,-122.493
Tmobile,LSF1006BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.78438,-122.417163
Tmobile,SF03267,,1228,009,RM-2,50-X,Residential,,"voice, video, data",,1,Internal,,1900 / 2100,,53.2585,Rana.Christie30@T-Mobile.com,,,37.76980489,-122.4532778
Tmobile,LSF1014BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,26,T-Mobile NOC,,Small cell,37.777377,-122.42633
Tmobile,LSF1005BA51,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.785423,-122.415749
Tmobile,LSF1014BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.776464,-122.426766
Tmobile,SF03011,,3750,088,C-3-S,200-S,Quasi-Public,,"voice, video, data",,2,Roof,,1900 / 2100,,77.77265,Rana.Christie30@T-Mobile.com,,,37.78502744,-122.3964441
Tmobile,SF90341E,,3789,008,MUO,65-X,Mixed-Use,,"voice, video, data",,,Roof,,1900 / 2100,,100.40465,Rana.Christie30@T-Mobile.com,,,37.78145,-122.392162
Tmobile,SF73106,,1300,001,N/A,N/A,Public,,"voice, video, data",,6,Outdoors,,700 / 1900 / 2100,,62.32385,Rana.Christie30@T-Mobile.com,,Presidio,37.80274168,-122.458389
Tmobile,SF93356C,,0762,026-479,RC-4,130-V,Bldg,,"voice, video, data",,9,indoor,,"199, 700",,40,Rana.Christie30@T-Mobile.com,,,37.781169,-122.421352
Tmobile,LSF1006BA51,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.783191,-122.418134
Tmobile,SF23212,,0173,001,C-2,84-E,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,32.2665,Rana.Christie30@T-Mobile.com,,,37.797619,-122.399777
Tmobile,SF13097,,3116,28,NC-1,32-X,Mixed-Use,,"voice, video, data",,2,Ground,,1900 / 2100,,25.014356,Rana.Christie30@T-Mobile.com,,,37.74668641,-122.4584262
Tmobile,SF23270,,2695,016,Castro NCD,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,44.1458,Rana.Christie30@T-Mobile.com,,,37.7593744,-122.4348449
Tmobile,SF13023,,6745,044,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,37.2521,Rana.Christie30@T-Mobile.com,,,37.73351082,-122.4338499
Tmobile,SF23272,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,52.8462,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7236,-122.416
Tmobile,SF13093,,3571,015,CM,50-X,Commercial,,"voice, video, data",,3,Roof,,700 / 1900 / 2100,,37.205935,Rana.Christie30@T-Mobile.com,,,37.73927042,-122.4667428
Tmobile,SF03006,,0270,037,C-3-R,80-130-F,Office,,"voice, video, data",,5,Roof,,1900 / 2100,,91.1989,Rana.Christie30@T-Mobile.com,,,37.79143813,-122.4053489
Tmobile,SF13453,,4007,2,M-1,40-X,Industrial,,"voice, video, data",,4,Ground,,1900 / 2100,,60.2904,Rana.Christie30@T-Mobile.com,,,37.76237935,-122.400899
Tmobile,SF53572,,3708,O57,C-3-O,500-S,Commercial,,"voice, video, data",,9,Internal,,700 / 1900 / 2100,,357.22865,Rana.Christie30@T-Mobile.com,,,37.79004400,-122.39997500
Tmobile,SF03147,,0240,003,C-3-O,300-S,Office,,"voice, video, data",,4,Internal,,1900 / 2100,,20.4072,Rana.Christie30@T-Mobile.com,,,37.79364174,-122.4038308
Tmobile,SF70557,,3918,010,PDR-1-D,40-X,Building,,"voice, video, data",,3,Roof,,1900 / 2100,,48,Rana.Christie30@T-Mobile.com,,,37.7675,-122.406
Tmobile,SF13002,,3776,041,SLI,50-X,Commercial,,"voice, video, data",,3,Roof,,1900 / 2100,,59.2736,Rana.Christie30@T-Mobile.com,,,37.7801,-122.3969
Tmobile,SF03271,,0290,012,C-3-O,500-S,Commercial,,"voice, video, data",,4,Basement,,1900 / 2100,,21.0285,Rana.Christie30@T-Mobile.com,,,37.79061078,-122.4001944
Tmobile,SF70028,,0271,027,C-3-G,65A,Commercial,,"voice, video, data",,6,Roof,,1900 / 2100,,120.105292,Rana.Christie30@T-Mobile.com,,,37.7908,-122.406
Tmobile,LSF1006BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.784548,-122.415048
Tmobile,SF03144,,3569,049,VALENCIA,50-X,Mixed-Use,,"voice, video, data",,2,Basement,,1900 / 2100,,45.0053,Rana.Christie30@T-Mobile.com,,,37.76480556,-122.4217216
Tmobile,SF13009,,1263,6,NC-1,40-X,Mixed-Use,,"voice, video, data",,3,Basement,,1900 / 2100,,50.141877,Rana.Christie30@T-Mobile.com,,,37.766484,-122.453365
Tmobile,SF03577,,3778,023,SLI,50-X,Industrial,,"voice, video, data",,2,Roof,,1900 / 2100,,15.1245,Rana.Christie30@T-Mobile.com,,,37.77602711,-122.4023333
Tmobile,SF23236,,3587,046,NC-1,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,50.4705,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.76156534,-122.4256777
Tmobile,LSF1061BA51,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.786037,-122.389276
Tmobile,SF13115,,0011,008,C-2,40-X,Commercial,,"voice, video, data",,8,Roof,,1900 / 2100 / 700,,51.33585,Rana.Christie30@T-Mobile.com,,,37.8077,-122.418
Tmobile,SF23223,,0672,017,NC-3,80-A,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,41.06945,Rana.Christie30@T-Mobile.com,,,37.78722338,-122.4251952
Tmobile,SF23255,,ROW,ROW,RH-1 (D),40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,50.6402,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7476,-122.465
Tmobile,SF13007A,,1756,001,B&M,MB,commercial,,"voice, video, data",,10,roof,,700 / 1900 / 2100,,"72, 92",Rana.Christie30@T-Mobile.com,,UCSF,37.7637,-122.45825
Tmobile,SF70026,,,,RH-1(d),40-X,Building,,"voice, video, data",,4,Basement,,1900 / 2100,,50,Rana.Christie30@T-Mobile.com,,,37.74670002,-122.459
Tmobile,SF13011,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900,,47.6226,Rana.Christie30@T-Mobile.com,,,37.7174,-122.463
Tmobile,SF53272,,ROW,ROW,North Beach,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,38.0065,Rana.Christie30@T-Mobile.com,,,37.7996,-122.409
Tmobile,SF1015BA_11,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.774411,-122.426958
Tmobile,SF03287,,3748,031 & 012,RC-4,220-R,Commercial,,"voice, video, data",,7,Roof,,700 / 1900 / 2100,,78.1023,Rana.Christie30@T-Mobile.com,,,37.786333,-122.3929719
Tmobile,LSF1015BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.774411,-122.426958
Tmobile,SF1014BA_21,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.775716,-122.425103
Tmobile,LSF1014BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.775716,-122.425103
Tmobile,SF03580,,1215,016,NC-2,40-X,Commercial,,"voice, video, data",,6,Internal,,1900 / 2100,,67.93265,Rana.Christie30@T-Mobile.com,,,37.77336044,-122.4376386
Tmobile,SF03415,,1463,001,NC-3,40-X,Quasi-Public,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,58.32225,Rana.Christie30@T-Mobile.com,,,37.78155489,-122.4914719
Tmobile,SF13166,,3554,029,NCT,40-X,Hotel,,"voice, video, data",,N/A,Basement,,1900 / 2100,,30.9792,Rana.Christie30@T-Mobile.com,,Extenet-owned DAS,37.7664,-122.422
Tmobile,SF23268,,3554,029,NCT,40-X,Hotel,,"voice, video, data",,2,Basement,,1900 / 2100,,28.9784,Rana.Christie30@T-Mobile.com,,Extenet-owned DAS,37.7456,-122.44
Tmobile,SF23290,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,47.8606,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7355,-122.418
Tmobile,BA10040,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,2,Pole,,1900 / 2100,,51.075,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7112,-122.403
Tmobile,SF43598,,3733,107,C-3-S,130-F,Residential,,"voice, video, data",,9,Outdoors,,700 / 1900 / 2100,,144.29105,Rana.Christie30@T-Mobile.com,,,37.78093200,-122.40390100
Tmobile,SF03578,,1441,035,INNER CLEMENT,40-X,Quasi-Public,,"voice, video, data",,6,Roof,,1900 / 2100,,71.31105,Rana.Christie30@T-Mobile.com,,,37.78111044,-122.4678327
Tmobile,SF70045,,3966,002,PDR-1-G,68-X,Building,,"voice, video, data",,6,Roof,,1900 / 2100,,67,Rana.Christie30@T-Mobile.com,,,37.7644,-122.412
Tmobile,SF53900,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,54.117,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7223,-122.42785
Tmobile,SF43374,,3744,002,RH-DTR,84-X/105-X,Commercial,,"voice, video, data",,1,Internal,,1900 / 2100,,14.9896,Rana.Christie30@T-Mobile.com,,Google In Building site.,37.7895,-122.39
Tmobile,SF53573,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900,,47.4981,Rana.Christie30@T-Mobile.com,,,37.71811600,-122.46638600
Tmobile,SF13176,,294,O13,R-1,80-130F,Tourist Hotel/Motel,,"voice, video, data",,9,Internal,,1900 / 2100 / 700,,199.29665,Rana.Christie30@T-Mobile.com,,,37.78914300,-122.40665000
Tmobile,SF23262,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900,,51.1322,Rana.Christie30@T-Mobile.com,,,37.7317,-122.442
Tmobile,SF03076,,0786,TBD,P,96-X,Public,,"voice, video, data",,6,Shelter,,1900 / 2100,,51.2157,Rana.Christie30@T-Mobile.com,,,37.7682,-122.4174
Tmobile,LSF1061BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.789354,-122.391677
Tmobile,SF03270,,0261,015,C-3-O,400-S,Office,,"voice, video, data",,2,Basement,,1900 / 2100,,21.0285,Rana.Christie30@T-Mobile.com,,,37.793083,-122.4000556
Tmobile,SF03283,,0816,008,HAYES NCD,50-X,Mixed-Use,,"voice, video, data",,2,Internal,,1900 / 2100,,26.0141,Rana.Christie30@T-Mobile.com,,,37.77605489,-122.4226938
Tmobile,SF13129,,1365,011,NC-1,40-x,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,38.290784,Rana.Christie30@T-Mobile.com,,,37.78302506,-122.4598646
Tmobile,SF53560,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,54.006932,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7295,-122.407
Tmobile,LSF1050BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,33,T-Mobile NOC,,Small cell,37.731136,-122.394579
Tmobile,SF03026,,3910,001,M-2,40-X,Industrial,,"voice, video, data",,6,Penthouse,,1900 / 2100,,72.32785,Rana.Christie30@T-Mobile.com,,,37.76886044,-122.4047222
Tmobile,SF43585,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,40.4324,Ryan.Wunsch1@T-Mobile.com,,,37.7536,-122.484
Tmobile,LSF1061BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.78882,-122.393025
Tmobile,SF03158,,2988A,014,WEST PORTAL,26-X,Residential,,"voice, video, data",,1,Internal,,1900 / 2100,,44.2713,Rana.Christie30@T-Mobile.com,,,37.73844,-122.469002
Tmobile,SF13001,,0309,021,C3-R,80-130F,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,69.2776,Rana.Christie30@T-Mobile.com,,,37.7883,-122.4066
Tmobile,SF13090,,0861,001,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,73.31185,Rana.Christie30@T-Mobile.com,,,37.77035756,-122.4454118
Tmobile,SF03288,,3736,006,C-3-O,200-S,Office,,"voice, video, data",,3,Roof,,1900 / 2100,,88.2688,Rana.Christie30@T-Mobile.com,,,37.787703,-122.395716
Tmobile,SF13144,,ROW,ROW,RM-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,56.1178,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.725,-122.435
Tmobile,SF03103,,0236,006,C-3-0,75-X,Office,,"voice, video, data",,6,Roof,,1900 / 2100,,98.30545,Rana.Christie30@T-Mobile.com,,,37.79383,-122.398578
Tmobile,SF23288,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,55.9933,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7422,-122.433
Tmobile,SF03153,,0345,004,C-3-G,80-X,Quasi-Public,,"voice, video, data",,6,Roof,,1900 / 2100,,116.28,Rana.Christie30@T-Mobile.com,,,37.78194378,-122.41425
Tmobile,SF03253,,0287,011,C-3-0,80-130-F,Office,,"voice, video, data",,4,Internal,,1900 / 2100,,21.0285,Rana.Christie30@T-Mobile.com,,,37.78972189,-122.4039722
Tmobile,SF03281,,0326,001,C-2,40-X,Commercial,,"voice, video, data",,3,Internal,,1900 / 2100 / 700,,53.2712,Rana.Christie30@T-Mobile.com,,,37.78630522,-122.4081667
Tmobile,SF13088,,0106,001,C-2,65-E,Mixed Use,,"voice, video, data",,3,Roof,,700 / 1900 / 2100,,92.2704,Rana.Christie30@T-Mobile.com,,,37.80218838,-122.402992
Tmobile,SF70038,,3717,001,C-3-O,160-F,Commercial,,"voice, video, data",,6,Penthouse,,1900 / 2100,,256.072476,Rana.Christie30@T-Mobile.com,,,37.7908,-122.392
Tmobile,SF70501,,0262,021,C-3-O,400-S,Building,,"voice, video, data",,3,Roof,,1900 / 2100,,230,Rana.Christie30@T-Mobile.com,,,37.79304,-122.399036
Tmobile,LSF1061BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.787401,-122.39101
Tmobile,SF53540,,ROW,ROW,RM-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,60.6442,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.786,-122.482
Tmobile,SF03035,,3803,005,M-2,90-X,Office,,"voice, video, data",,4,Roof,,1900 / 2100,,22.308,Rana.Christie30@T-Mobile.com,,,37.775666,-122.3924719
Tmobile,SF23291,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,48.1474,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.73849200,-122.43396400
Tmobile,SF13083,,5369,65,M-1,40-X,Commercial,,"voice, video, data",,6,Ground,,1900 / 2100,,24.3088,Rana.Christie30@T-Mobile.com,,,37.73661123,-122.4045566
Tmobile,SF53450,,3987,007,UMU,40-X,Commercial,,"voice, video, data",,4,Roof,,700 / 1900 / 2100,,52.2872,Rana.Christie30@T-Mobile.com,,,37.76465500,-122.39454100
Tmobile,LSF1007BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.78309,-122.411368
Tmobile,SF03274,,7147,032,NC-1,40-X,Commercial,,"voice, video, data",,3,Ground,,700 / 1900 / 2100,,53,Rana.Christie30@T-Mobile.com,,,37.71122222,-122.4561667
Tmobile,SF1030BA_11,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.755077,-122.420878
Tmobile,SF13096,,2989B,32,W. Portal NCD,40-X,Commercial,,"voice, video, data",,1,Ground,,1900 / 2100,,38.1434,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.73122823,-122.4485863
Tmobile,SF23283,,ROW,ROW,P (Public),OS,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,16.3056,Rana.Christie30@T-Mobile.com,,,37.72717000,-122.50350200
Tmobile,SF03584,,0136,005,C-2,40-X,Commercial,,"voice, video, data",,2,Roof,,1900 / 2100,,47.3016,Rana.Christie30@T-Mobile.com,,,37.80038889,-122.4012778
Tmobile,SF43645,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,61.1362,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7469,-122.411
